en_URL,ar_URL
http://www.redbookmag.com/love-sex/g4009/best-romantic-comediess/,http://www.huffpostarabi.com/2017/01/11/story_n_14103926.html
http://www.dailymail.co.uk/sciencetech/article-4101554/Confused-Apple-customers-finding-COINS-MacBooks-no-one-knows-why.html,http://www.huffpostarabi.com/2017/01/12/story_n_14126332.html
https://www.indy100.com/article/dark-circles-around-eyes-sign-something-more-serious-nasal-congestion-7517786,http://www.huffpostarabi.com/2017/01/12/story_n_14100844.html
https://www.theguardian.com/technology/2017/jan/11/facebook-journalism-project-news-industry,http://www.huffpostarabi.com/2017/01/12/story_n_14124264.html
http://www.gq-magazine.co.uk/article/mens-hairstyles-for-face-shapes,http://www.huffpostarabi.com/2016/04/11/story_n_9663080.html
http://www.huffingtonpost.com/entry/syria-myths-debunked_us_585be4dce4b0d9a594574000,http://www.huffpostarabi.com/2017/01/11/story_n_14107276.html
http://www.rd.com/health/healthy-eating/cancer-causing-foods/,http://www.huffpostarabi.com/2017/01/10/story_n_14053330.html
http://www.businessinsider.de/tech-trends-that-will-define-2017-2016-12,http://www.huffpostarabi.com/2017/01/11/story_n_14102428.html
http://www.wsj.com/articles/irans-opposition-protests-amid-mourning-for-former-president-rafsanjani-1484098579,http://www.huffpostarabi.com/2017/01/11/story_n_14105820.html
http://money.cnn.com/2017/01/09/news/economy/immigrant-smartspot-start-up/index.html,http://www.huffpostarabi.com/2017/01/11/story_n_14105406.html
http://www.bbc.com/news/world-us-canada-38566623,http://www.huffpostarabi.com/2017/01/11/story_n_14103012.html
https://www.theguardian.com/culture/2017/jan/10/the-eyes-have-it-how-staring-at-strangers-became-a-global-movement,http://www.huffpostarabi.com/2017/01/11/story_n_14101546.html
https://www.theguardian.com/australia-news/video/2017/jan/11/councils-drone-footage-of-road-resurfacing-goes-viral-video,http://www.huffpostarabi.com/2017/01/11/story_n_14100704.html
https://www.theguardian.com/us-news/2017/jan/11/barack-obamas-farewell-speech-many-including-himself-in-tears,http://www.huffpostarabi.com/2017/01/11/story_n_14099914.html
http://www.dailymail.co.uk/news/article-4102254/Single-police-force-makes-1-5MILLION-flogging-designer-goods-seized-criminals-knock-prices-EBAY.html,http://www.huffpostarabi.com/2017/01/11/story_n_14100272.html
https://www.theguardian.com/us-news/2017/jan/10/fbi-chief-given-dossier-by-john-mccain-alleging-secret-trump-russia-contacts,http://www.huffpostarabi.com/2017/01/11/story_n_14103648.html
https://www.washingtonpost.com/world/when-trump-and-putin-sit-down-together-what-will-it-be-like/2017/01/10/e297e7d4-d682-11e6-a0e6-d502d6751bc8_story.html,http://www.huffpostarabi.com/2017/01/11/story_n_14103754.html
http://www.medicaldaily.com/cold-vs-flu-symptoms-how-recognize-signs-determine-best-treatments-407661,http://www.huffpostarabi.com/2017/01/10/story_n_14048088.html
http://people.com/movies/robert-de-niro-meryl-streep-golden-globes-speech/,http://www.huffpostarabi.com/2017/01/11/story_n_14101524.html
http://www.hollywood.com/movies/ranking-all-batmen-from-best-to-worst-60555190/,http://www.huffpostarabi.com/2017/01/10/story_n_14077880.html
http://uk.businessinsider.com/eiu-worldwide-cost-of-living-report-cheapest-cities-to-live-world-2016-3,http://www.huffpostarabi.com/2016/03/19/story_n_9480108.html
http://www.fluentu.com/english/blog/learn-english-esl-youtube/?lang=en,http://www.huffpostarabi.com/2016/09/20/story_n_11401752.html
https://www.inc.com/lolly-daskal/the-16-worst-decisions-you-can-make.html,http://www.huffpostarabi.com/2016/07/02/story_n_10787798.html
http://nationalinterest.org/blog/the-skeptics/does-the-us-military-actually-protect-middle-east-oil-18995,http://www.huffpostarabi.com/2017/01/10/story_n_14087258.html
http://www.businessinsider.de/signs-youll-never-be-rich-2016-4,http://www.huffpostarabi.com/2016/09/17/story_n_12043708.html
http://www.haaretz.com/middle-east-news/egypt/.premium-1.763455,http://www.huffpostarabi.com/2017/01/10/story_n_14083252.html
http://www.dailymail.co.uk/news/article-4103838/Not-impressed-Mel-Gibson-Vince-Vaughn-glare-daggers-Meryl-Streep-s-Golden-Globes-anti-Trump-speech.html,http://www.huffpostarabi.com/2017/01/10/story_n_14081946.html
https://www.theguardian.com/tv-and-radio/2017/jan/05/seinfeld-the-greatest-us-sitcom-ever-written,http://www.huffpostarabi.com/2017/01/09/story_n_14056718.html
https://www.buzzfeed.com/mitchprothero/trumps-tweets-are-freaking-out-americas-closest-allies,http://www.huffpostarabi.com/2017/01/10/story_n_14077918.html
http://www.dailymail.co.uk/news/article-4099438/Leonardo-DiCaprio-Tom-Hanks-Jerry-Seinfeld-Kerry-Washington-celebrities-make-gushing-farewell-video-President-Obama-sharing-memorable-moments-eight-years-White-House.html,http://www.huffpostarabi.com/2017/01/10/story_n_14075826.html
https://www.theguardian.com/film/2017/jan/10/george-clooney-voices-support-for-meryl-streep-anti-trump-speech,http://www.huffpostarabi.com/2017/01/10/story_n_14075824.html
http://www.independent.co.uk/news/world/middle-east/green-cake-new-invention-concrete-gaza-strip-war-hamas-israeli-blockade-rebuildng-a7517721.html,http://www.huffpostarabi.com/2017/01/10/story_n_14075582.html
http://www.boredpanda.com/true-size-countries-mercator-map-projection-james-talmage-damon-maneice/,http://www.huffpostarabi.com/2017/01/10/story_n_14001984.html
http://www.huffingtonpost.com/entry/best-places-to-work-abroad_us_586bd7e9e4b0d9a5945c96bc,http://www.huffpostarabi.com/2017/01/10/story_n_14048114.html
http://www.telegraph.co.uk/science/2017/01/09/end-fillings-sight-scientists-find-alzheimers-drug-makes-teeth/,http://www.huffpostarabi.com/2017/01/09/story_n_14058218.html
http://www.thedailybeast.com/articles/2017/01/08/the-2-6-billion-treasure-still-lost-at-the-bottom-of-the-sea.html,http://www.huffpostarabi.com/2017/01/09/story_n_14062004.html
http://motto.time.com/4116259/google-search/,http://www.huffpostarabi.com/2016/06/28/story_n_10707498.html
http://www.smithsonianmag.com/smart-news/whats-difference-between-england-britain-and-uk-180959558/,http://www.huffpostarabi.com/2016/06/26/story_n_10686726.html
http://uk.businessinsider.com/social-skills-that-make-you-likable-2015-11-3,http://www.huffpostarabi.com/2016/03/19/story_n_9489210.html
https://www.theguardian.com/world/2017/jan/09/ebrahim-raisi-conservative-cleric-iran-supreme-leader-khamenei,http://www.huffpostarabi.com/2017/01/09/story_n_14062474.html
http://www.businessinsider.de/mind-blowing-psychology-findings-2016-11,http://www.huffpostarabi.com/2017/01/09/story_n_14057356.html
https://www.glassdoor.com/blog/7-companies-you-should-never-work-for/,http://www.huffpostarabi.com/2016/10/23/story_n_12582342.html
http://www.middleeasteye.net/news/israeli-diplomat-sought-set-labour-group-undermine-crazy-corbyn-1016879568,http://www.huffpostarabi.com/2017/01/09/story_n_14057432.html
http://www.dailymail.co.uk/sciencetech/article-3736531/Do-sleep-naked-Experts-say-skipping-clothes-bedtime-keeps-bacteria-bay-boost-immune-system.html,http://www.huffpostarabi.com/2016/08/14/story_n_11504992.html
http://www.vox.com/science-and-health/2016/12/28/14088992/brain-study-change-minds,http://www.huffpostarabi.com/2017/01/04/story_n_13954214.html
http://www.businessinsider.de/these-13-online-classes-will-help-you-learn-something-new-in-2017-and-theyre-all-10-2016-12,http://www.huffpostarabi.com/2017/01/04/story_n_13952008.html
http://www.businessinsider.de/countries-send-most-students-american-colleges-2016-12,http://www.huffpostarabi.com/2017/01/09/story_n_14048406.html
http://www.dailymail.co.uk/news/article-4098016/Brad-s-fury-leaked-court-records-friends-accuse-Angelina-hurting-family-playing-bitter-split-public.html,http://www.huffpostarabi.com/2017/01/09/story_n_14048218.html
http://www.huffingtonpost.co.uk/entry/uk-media-islam-muslims_uk_587248f1e4b0a1ff70423a9d,http://www.huffpostarabi.com/2017/01/09/story_n_14052992.html
https://www.theguardian.com/world/2017/jan/08/israeli-diplomat-shai-masot-plotted-against-mps-set-up-political-groups-labour,http://www.huffpostarabi.com/2017/01/09/story_n_14052268.html
http://www.independent.co.uk/news/world/middle-east/benjamin-netanyahu-israel-prime-minister-deal-arnon-mozes-jerusalem-corruption-john-kerry-arnon-a7516116.html,http://www.huffpostarabi.com/2017/01/09/story_n_14049734.html
